요양기관명,좌표(X),좌표(Y),시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호
건강백세약국,126.9765441,35.9587995,전북,350300,익산시,영등동,54545,"전북특별자치도 익산시 무왕로13길 3, (영등동)",063-836-1217
남이약국,126.8539783,35.56471,전북,350500,정읍시,시기동,56162,"전북특별자치도 정읍시 우암로 13, (시기동)",063-533-5980
미듬약국,127.1159637,35.7984172,전북,350401,전주완산구,삼천동1가,55086,"전북특별자치도 전주시 완산구 용리로 56, (삼천동1가)",063-226-7896
참조은약국,126.7112815,35.9558031,전북,350100,군산시,지곡동,54104,"전북특별자치도 군산시 의료원로 42, (지곡동)",063-471-6755
삼흥약국,128.2150279,37.5127385,강원,320015,횡성군,둔내면,25265,"강원특별자치도 횡성군 둔내면 둔내로 39, (둔내면)",033-342-1038
정다운 약국,128.6635911,37.3790645,강원,320009,정선군,정선읍,26130,"강원특별자치도 정선군 정선읍 봉양6길 15-1, (정선읍)",033-563-9381
건강약국,129.207276,35.8432697,경북,370100,경주시,성건동,38155,"경상북도 경주시 금성로 288-1, 102호 (성건동)",054-772-5554
서경약국,127.4408237,36.6162682,충북,330102,청주흥덕구,가경동,28413,"충청북도 청주시 흥덕구 풍년로 26, 115,116호 (가경동, 명인투플러스)",043-237-5115
서울약국,127.9147976,36.149489,충북,330004,영동군,상촌면,29123,"충청북도 영동군 상촌면 민주지산로 3026-1, (상촌면)",043-743-3671
신양약국,127.8003434,36.9732509,충북,330200,충주시,주덕읍,27462,"충청북도 충주시 주덕읍 신양로 120, (주덕읍)",043-855-8675
국제약국,128.3228993,36.1409178,경북,370200,구미시,도량동,39200,"경상북도 구미시 송동로 93, (도량동)",054-444-3441
반약국,127.5022318,36.6292226,충북,330101,청주상당구,금천동,28726,"충청북도 청주시 상당구 산성로 68, 1층 (금천동, 엘림빌딩)",043-258-5577
광산아이사랑약국,126.8180639,35.1755833,광주,240004,광주광산구,운남동,62319,"광주광역시 광산구 임방울대로 162, 1층 105호 (운남동)",062-946-7171
수니약국,126.8231139,35.189681,광주,240004,광주광산구,수완동,62306,"광주광역시 광산구 임방울대로 331, 1층 (수완동)",062-954-7585
뿌리약국,127.4678551,36.6114254,충북,330104,청주서원구,산남동,28625,"충청북도 청주시 서원구 산남로 56, 102,103호 (산남동, 에버프라자)",043-298-9848
새천년약국,129.5602764,36.0787098,경북,370701,포항남구,호미곶면,,"경상북도 포항시 남구 호미곶면 해맞이로 194-2, (호미곶면)",054-281-2334
경동약국,129.2098244,35.8452272,경북,370100,경주시,서부동,38144,"경상북도 경주시 봉황로65번길 3, (서부동)",054-776-3015
중앙약국,129.2426279,35.3110667,부산,210100,부산기장군,장안읍,46033,"부산광역시 기장군 장안읍 좌천로 30-1, (장안읍)",051-727-0063
좋은약국,127.4855663,36.672657,충북,330103,청주청원구,주중동,28323,"충청북도 청주시 청원구 율량로3번길 40, 102호 (주중동)",043-216-7227
재미슨약국,127.4604003,36.635232,충북,330104,청주서원구,사창동,28568,"충청북도 청주시 서원구 사직대로 115, (사창동)",043-275-3355
코코약국,126.82416,35.1897833,광주,240004,광주광산구,수완동,62306,"광주광역시 광산구 임방울대로 334, 1층 102호 (수완동)",062-430-1412
든든한약국,126.8186674,35.1850325,광주,240004,광주광산구,신가동,62307,"광주광역시 광산구 임방울대로 261, (신가동, 농수산물유통센터)",070-8847-7155
금왕온누리약국,127.5933214,36.9927351,충북,330006,음성군,금왕읍,27634,"충청북도 음성군 금왕읍 무극로 284, (금왕읍)",043-877-0143
밝은약국,126.8234384,35.1918146,광주,240004,광주광산구,수완동,62247,"광주광역시 광산구 임방울대로 355, 1층 (수완동)",062-471-8901
해운대신대학약국,129.1811618,35.1737755,부산,210009,부산해운대구,좌동,48108,"부산광역시 해운대구 좌동순환로 247, (좌동)",051-702-2486
한강약국,127.0298602,37.6094256,서울,110012,성북구,길음동,02729,"서울특별시 성북구 도봉로 3, 1층 (길음동)",02-980-5350
튼튼한약국,127.5082184,36.6147884,충북,330101,청주상당구,용암동,28768,"충청북도 청주시 상당구 원봉로 62, 102호 (용암동)",043-234-1071
우리약국,127.7926122,36.8064708,충북,330001,괴산군,괴산읍,28034,"충청북도 괴산군 괴산읍 읍내로 257, (괴산읍)",043-833-8717
오송온누리약국,127.3318857,36.6299178,충북,330102,청주흥덕구,오송읍,28166,"충청북도 청주시 흥덕구 오송읍 오송생명로 208-8, 102호 (일심빌딩)",070-4150-2829
메디팜최약국,129.0162521,35.2630212,부산,210005,부산북구,금곡동,46505,"부산광역시 북구 금곡대로616번길 55, 105호 (금곡동, 유림상가)",051-363-4460
가온약국,127.5083996,36.6074298,충북,330101,청주상당구,용암동,28782,"충청북도 청주시 상당구 월평로 228, 1층 104호 (용암동)",043-288-1233
진약국,129.0997645,35.1729428,부산,210014,부산수영구,망미동,48234,"부산광역시 수영구 연수로 266, 기업은행망미지점 1층 (망미동)",051-714-7166
큰소망약국,129.1130546,35.1685606,부산,210014,부산수영구,광안동,48242,"부산광역시 수영구 연수로 402, 탐메디컬빌딩 1층 (광안동)",051-757-7000
수영우리약국,129.1148216,35.1678272,부산,210014,부산수영구,수영동,48228,"부산광역시 수영구 연수로 419, 1층 (수영동)",051-753-2851
백화점약국,128.1591426,36.4143505,경북,370900,상주시,남성동,37197,"경상북도 상주시 상산로 263, (남성동)",054-535-7637
혜인약국,128.6053886,35.8950986,대구,230003,대구북구,산격동,41536,"대구광역시 북구 산격로 50, 1층 (산격동)",053-959-4805
가까운약국,127.4345135,36.626468,충북,330102,청주흥덕구,가경동,28399,"충청북도 청주시 흥덕구 풍산로 36, (가경동)",043-233-8045
초이스약국,128.5582328,35.8373699,대구,230001,대구남구,대명동,42482,"대구광역시 남구 대명로 6, 1층 (대명동)",053-627-0077
홍화약국,128.1091097,36.7348875,경북,370800,문경시,문경읍,36917,"경상북도 문경시 문경읍 문희로 28, 28",054-571-5809
경북약국,128.5791114,35.8700353,대구,230004,대구서구,내당동,41806,"대구광역시 서구 큰장로 131, (내당동)",053-571-0520
건강한약국,128.5954149,35.8648221,대구,230006,대구중구,봉산동,41958,"대구광역시 중구 달구벌대로 2120, (봉산동)",053-295-6141
건강드림약국,127.5052941,36.629419,충북,330101,청주상당구,금천동,28727,"충청북도 청주시 상당구 수영로 277, (금천동)",043-224-7555
신세계약국,127.48938,36.6081184,충북,330104,청주서원구,분평동,28799,"충청북도 청주시 서원구 1순환로1107번길 39, (분평동)",043-292-5523
새생명약국,127.5147975,36.6218406,충북,330101,청주상당구,용암동,28762,"충청북도 청주시 상당구 용암북로160번길 18, (용암동)",043-297-2212
영남약국,129.4633918,35.675117,경북,370100,경주시,양남면,38220,"경상북도 경주시 양남면 하서중앙길 46, (양남면)",054-774-3319
충주 솔약국,127.9262408,36.9733552,충북,330200,충주시,문화동,27406,"충청북도 충주시 중심3길 6, (문화동)",043-854-0625
정성약국,126.94973,37.3206999,경기,311600,의왕시,삼동,16088,"경기도 의왕시 부곡중앙로 6-3, 101호, 102호 (삼동)",461-4300
새대구약국,128.6938418,36.3554007,경북,370021,의성군,의성읍,37335,"경상북도 의성군 의성읍 문소3길 109, 109",054-834-6361
하남애플약국,126.8015431,35.1764176,광주,240004,광주광산구,산정동,62335,"광주광역시 광산구 용아로379번길 49, (산정동)",062-954-9242
정다운약국,127.5081577,36.5886426,충북,330101,청주상당구,남일면,28187,"충청북도 청주시 상당구 남일면 효촌송암1길 3, (남일면)",043-233-5335
의림약국,127.7536223,37.1075824,충북,330200,충주시,앙성면,27303,"충청북도 충주시 앙성면 가곡로 1034, 의림약국",043-855-6632
선린약국,128.9392286,35.9652971,경북,370600,영천시,완산동,38894,"경상북도 영천시 완산로 58, (완산동)",054-331-6886
만보약국,128.5268269,35.814964,대구,230007,대구달서구,진천동,42784,"대구광역시 달서구 월배로 113, 1층 (진천동)",053-636-2103
해뜨는약국,128.5603521,35.9423561,대구,230003,대구북구,동천동,41423,"대구광역시 북구 동천로 121, 1층 (동천동)",053-322-9954
온누리성심약국,129.4213251,37.060562,경북,370019,울진군,죽변면,36315,"경상북도 울진군 죽변면 죽변북로 14, (죽변면)",054-782-4930
광혜당약국,127.4316927,36.625328,충북,330102,청주흥덕구,가경동,28397,"충청북도 청주시 흥덕구 풍산로 6, (가경동)",043-236-4118
시장약국,128.4557086,36.6561019,경북,370017,예천군,예천읍,36820,"경상북도 예천군 예천읍 중앙로 33-1, (예천읍)",054-654-9054
윤성약국,128.5629948,35.9418383,대구,230003,대구북구,동천동,41423,"대구광역시 북구 학정로 415, (동천동, 105호)",053-327-3277
장수약국,128.4436495,35.6945401,대구,230100,대구달성군,현풍읍,43003,"대구광역시 달성군 현풍면 현풍로10길 24, (현풍읍)",053-615-0058
율량하나로약국,127.4965043,36.6718721,충북,330103,청주청원구,주성동,28318,"충청북도 청주시 청원구 충청대로 176, (주성동)",043-216-0055
참약국,127.4507672,36.7330392,충북,330103,청주청원구,오창읍,28117,"충청북도 청주시 청원구 오창읍 2산단로 132, (오창읍)",043-213-4282
청주온누리약국,127.4896664,36.6342566,충북,330101,청주상당구,북문로1가,28530,"충청북도 청주시 상당구 상당로69번길 15, 1층 (북문로1가)",043-252-7869
온누리상수약국,127.4566266,36.6435079,충북,330102,청주흥덕구,봉명동,28453,"충청북도 청주시 흥덕구 직지대로 573, (봉명동)",043-274-5748
동산약국,127.4425225,36.6329604,충북,330102,청주흥덕구,복대동,28597,"충청북도 청주시 흥덕구 가로수로 1340-1, (복대동)",043-233-2255
문전약국,128.5652899,35.9550262,대구,230003,대구북구,학정동,41404,"대구광역시 북구 호국로 807-45, 1층 101호 (학정동)",053-321-7738
대창약국,127.4638635,36.6353699,충북,330104,청주서원구,사창동,28567,"충청북도 청주시 서원구 사직대로 147, 1층 (사창동)",043-267-2485
활명당약국,127.5748172,36.5763892,충북,330101,청주상당구,가덕면,28205,"충청북도 청주시 상당구 가덕면 단재로 1406-3, (가덕면)",043-297-9105
영흥약국,127.4881893,36.6546992,충북,330103,청주청원구,내덕동,28479,"충청북도 청주시 청원구 상당로 295-3, (내덕동)",043-258-2345
다온약국,127.0631037,37.6551207,서울,110022,노원구,상계동,01695,"서울특별시 노원구 노해로 495, 삼성빌딩 1층 102,103호 (상계동)",02-6085-6418
세종약국,127.073884,37.5514706,서울,110023,광진구,군자동,05006,"서울특별시 광진구 능동로 209, 세종대학교 대양 AI센터 1층 (군자동)",02-466-5110
삼일약국,127.4905963,36.6276377,충북,330101,청주상당구,석교동,28534,"충청북도 청주시 상당구 청남로 2195, (석교동)",043-223-1320
참조은약국,128.9764397,35.0917572,부산,210010,부산사하구,신평동,49441,"부산광역시 사하구 다대로134번길 65, (신평동)",051-206-4195
우리윤약국,127.4399,36.6330371,충북,330102,청주흥덕구,복대동,28585,"충청북도 청주시 흥덕구 가로수로 1317, (복대동, 서울아동병원)",043-233-0123
뉴유명약국,127.9100299,36.2271313,충북,330004,영동군,황간면,29115,"충청북도 영동군 황간면 황간로 24, (약국)",043-744-9261
정약국,128.2229058,37.1232155,충북,330300,제천시,강제동,27198,"충청북도 제천시 장평천로 11, 제천E-MART 2층 (강제동)",043-645-1557
새동산약국,128.530761,35.8316166,대구,230007,대구달서구,월성동,42726,"대구광역시 달서구 월성로 42, (월성동)",053-635-7948
한마음약국,128.6387365,35.8733127,대구,230002,대구동구,효목동,41238,"대구광역시 동구 화랑로 111, 1층 (효목동)",053-752-2335
풍각약국,128.6157403,35.6406071,경북,370022,청도군,풍각면,38307,"경상북도 청도군 풍각면 송서11길 6, (풍각면)",054-373-7961
리드팜성신약국,129.3655668,36.03623,경북,370702,포항북구,남빈동,37740,"경상북도 포항시 북구 칠성로 34, (남빈동)",054-248-3962
산격현대약국,128.6112316,35.8989007,대구,230003,대구북구,산격동,41535,"대구광역시 북구 동북로 172, (산격동)",053-941-5315
믿음약국,129.3528751,36.0411801,경북,370702,포항북구,용흥동,37650,"경상북도 포항시 북구 대안길 44, 5층 502호 (용흥동, 우방스포츠프라자)",054-247-4002
큰사랑약국,129.3683897,36.4110657,경북,370012,영덕군,영덕읍,36436,"경상북도 영덕군 영덕읍 중앙길 107, (영덕읍)",054-733-0101
뉴서울약국,127.4351505,36.6266825,충북,330102,청주흥덕구,가경동,28399,"충청북도 청주시 흥덕구 풍산로 40, 102호 (가경동)",043-235-9088
해성약국,129.0240278,35.0892548,부산,210006,부산서구,남부민동,49256,"부산광역시 서구 충무대로 207-16, 2층 (남부민동)",051-254-8400
삼선당약국,128.4557086,36.6561019,경북,370017,예천군,예천읍,36820,"경상북도 예천군 예천읍 중앙로 33-1, (예천읍)",054-654-6699
삼성당약국,129.2129212,35.8447931,경북,370100,경주시,동부동,38145,"경상북도 경주시 화랑로 109-1, (동부동)",054-741-7756
해피백약국,127.3769575,36.3620139,대전,250003,대전서구,월평동,35214,"대전광역시 서구 청사서로 46, (월평동)",042-487-1236
선사일등약국,127.3769516,36.3600856,대전,250003,대전서구,월평동,35214,"대전광역시 서구 청사서로 26, (월평동)",042-487-9265
대일약국,128.5823386,35.8809508,대구,230003,대구북구,고성동2가,41596,"대구광역시 북구 고성로 152, (고성동2가)",053-354-7080
민생약국,129.2067453,35.8439605,경북,370100,경주시,성건동,38156,"경상북도 경주시 금성로 295, (성건동, 경주중앙시장)",054-772-2587
영화약국,129.2108576,35.843451,경북,370100,경주시,노동동,38154,"경상북도 경주시 동성로 95, (노동동)",054-772-3840
해동약국,129.2167514,35.8445854,경북,370100,경주시,성동동,38146,"경상북도 경주시 화랑로 145, (성동동)",054-772-4209
희망약국,126.6742079,37.4166041,인천,220007,인천연수구,청학동,21917,"인천광역시 연수구 청명로 5, 1층 (청학동)",032-822-0994
새봄약국,127.4935204,37.4894214,경기,310009,양평군,양평읍,12562,"경기도 양평군 양평읍 시민로 12, (양평읍)",031-773-2163
올바른약국,127.3461898,36.3519846,대전,250001,대전유성구,봉명동,34189,"대전광역시 유성구 계룡로 142, 지상1층 101호 (봉명동)",042-822-5503
메디팜백화점약국,127.1593265,36.8191481,충남,340202,천안동남구,신부동,31124,"충청남도 천안시 동남구 만남로 64, 1층 104호 (신부동)",041-552-4800
둔산백화점약국,127.3898504,36.3522949,대전,250003,대전서구,둔산동,35240,"대전광역시 서구 문예로 63, 행촌회관 1층 (둔산동)",042-476-2662
넘버원약국,127.2625239,36.4898396,세종시,410000,세종시,나성동,30128,"세종특별자치시 국세청로 45, A동 120호 (나성동, 나릿재마을 3단지)",044-865-0330
365 열린 약국,127.0152216,36.7848546,충남,340500,아산시,모종동,31522,"충청남도 아산시 번영로 223, 4층 (모종동, 아산동양고속터미널복합시설)",041-533-9610
상수약국,127.3798548,36.3527395,대전,250003,대전서구,둔산동,35233,"대전광역시 서구 대덕대로 226, (둔산동)",042-486-0416
정문약국,128.625781,35.8840697,대구,230002,대구동구,신암동,41216,"대구광역시 동구 아양로 110, 1층 (신암동)",053-943-0500
정관 코끼리약국,129.1660003,35.3341599,부산,210100,부산기장군,정관읍,46008,"부산광역시 기장군 정관면 정관로 395, 101호",051-727-5655
엔젤팜약국,129.1796481,35.3204509,부산,210100,부산기장군,정관읍,46023,"부산광역시 기장군 정관읍 정관로 601, (정관읍)",051-727-4321
큰사랑약국,129.1758783,35.3210828,부산,210100,부산기장군,정관읍,46017,"부산광역시 기장군 정관면 정관로 570, 209호",051-727-9780
열린약국,126.8335553,37.5219773,서울,110020,양천구,신월동,08038,"서울특별시 양천구 지양로 73, 1층 (신월동)",02-2690-2110
건강한우리약국,126.8374709,37.5186361,서울,110020,양천구,신월동,08041,"서울특별시 양천구 지양로 22, 승원빌딩 1층 102호 (신월동)",2693-3137
예일약국,127.0894356,37.5400769,서울,110023,광진구,구의동,05041,"서울특별시 광진구 구의로 23, (구의동)",02-453-4341
지산동산약국,128.6314263,35.8212831,대구,230005,대구수성구,지산동,42219,"대구광역시 수성구 용학로 212, (지산동)",053-784-2505
스마트약국,129.1891808,35.3248349,부산,210100,부산기장군,정관읍,46019,"부산광역시 기장군 정관읍 방곡3로 2, 105호",727-3318
명성약국,127.2576595,37.4114771,경기,312600,광주시,경안동,12756,"경기도 광주시 중앙로 132, (경안동)",031-765-8590
우주약국,127.6804198,34.7479571,전남,360500,여수시,웅천동,59692,"전라남도 여수시 신월로 114, 1층 (웅천동)",061-921-6696
조은약국,129.2169822,35.846824,경북,370100,경주시,성동동,38146,"경상북도 경주시 원화로 293, (성동동)",054-743-1888
솔약국,128.5567693,35.8361153,대구,230001,대구남구,대명동,42482,"대구광역시 남구 월배로 482, (대명동)",053-621-9589
효성약국,128.4630945,35.7888575,대구,230100,대구달성군,옥포읍,42970,"대구광역시 달성군 옥포면 비슬로 2207, (옥포읍)",053-611-5559
수강약국,128.2020816,36.5995877,경북,370800,문경시,점촌동,36966,"경상북도 문경시 중앙로 169, (흥덕동)",054-555-2625
동원약국,128.2029863,36.6008168,경북,370800,문경시,흥덕동,36967,"경상북도 문경시 중앙로 184, (흥덕동)",054-552-2746
성모약국,128.2032645,36.6009459,경북,370800,문경시,흥덕동,36967,"경상북도 문경시 신흥3길 3, (흥덕동)",054-553-7060
문화약국,129.0915692,35.1285401,부산,210001,부산남구,대연동,48533,"부산광역시 남구 석포로 128, (대연동)",624-0950
우리약국,128.5662219,36.2361559,대구,230200,대구군위군,군위읍,43115,"대구광역시 군위군 군위읍 동서길 37, (군위읍)",054-383-2044
강남시장약국,126.7804585,37.5049709,경기,310303,부천원미구,중동,14527,"경기도 부천시 원미구 옥산로 128, (중동)",032-322-6284
장기참좋은약국,128.5308683,35.84386,대구,230007,대구달서구,장기동,42687,"대구광역시 달서구 장기로 268, (장기동)",053-563-5545
대구약국,128.1956173,36.590556,경북,370800,문경시,모전동,36949,"경상북도 문경시 중앙로 50-3, (모전동)",054-555-4023
우리들약국,129.4431316,36.6786941,경북,370019,울진군,후포면,36370,"경상북도 울진군 후포면 삼율2길 19, 19",054-788-5095
만복약국,128.6937409,35.8632576,대구,230002,대구동구,율하동,41106,"대구광역시 동구 안심로16길 47, 5층 514호 (율하동)",053-961-3425
위례메디칼약국,127.1501737,37.4734999,경기,310401,성남수정구,,13642,"경기도 성남시 수정구 위례동로 153, 113,114호 (창곡동, 에이플타워 )",031-722-3882
진성약국,127.4858654,36.6113323,충북,330104,청주서원구,분평동,28790,"충청북도 청주시 서원구 월평로 7, 105호 약국 (분평동)",043-288-3470
송천약국,127.0266669,37.6241758,서울,110024,강북구,미아동,01171,"서울특별시 강북구 도봉로 173, 1층 (미아동)",02-981-0708
토마토약국,127.26021,37.4097399,경기,312600,광주시,경안동,12758,"경기도 광주시 광주대로 35, (경안동)",031-761-5880
은성약국,126.7854896,37.5187599,경기,310303,부천원미구,도당동,14480,"경기도 부천시 원미구 수도로 182, 101호 (도당동, 삼성I파크)",032-677-8106
셀메드 한사랑약국,127.0864264,37.3150258,경기,312002,용인수지구,풍덕천동,16846,"경기도 용인시 수지구 포은대로313번길 4, (풍덕천동, 수지미래빌딩 103호)",031-896-2020
신평화약국,128.6182513,35.8821601,대구,230002,대구동구,신암동,41198,"대구광역시 동구 아양로 37, (신암동)",053-942-7751
서울약국,127.2696818,37.007294,경기,312400,안성시,서인동,17592,"경기도 안성시 안성맞춤대로 1052, (서인동)",031-675-2236
경주프라자약국,129.214149,35.8654756,경북,370100,경주시,황성동,38084,"경상북도 경주시 황성로 25, (황성동)",054-772-3695
금사참약국,127.5342095,37.3920232,경기,312900,여주시,금사면,12604,"경기도 여주시 금사면 이포로 28, (금사면)",031-883-9469
산남프라자약국,127.4724462,36.6166648,충북,330104,청주서원구,수곡동,28688,"충청북도 청주시 서원구 수곡로 55, (수곡동, 혜화당한의원)",043-293-9734
중리효성약국,128.5472264,35.869285,대구,230004,대구서구,평리동,41768,"대구광역시 서구 국채보상로 147, 1층 (평리동)",053-555-3400
무등미래약국,126.8945136,35.1368071,광주,240005,광주남구,월산동,61615,"광주광역시 남구 군분로 34, (월산동)",062-361-9635
이포약국,127.5457629,37.4028246,경기,312900,여주시,대신면,12608,"경기도 여주시 대신면 여양로 1979, (대신면)",882-4122
신한미온누리약국,126.8937578,35.1371882,광주,240005,광주남구,월산동,61606,"광주광역시 남구 군분로 41, (월산동)",062-369-8700
광명훼미리약국,126.8514116,37.4736653,경기,310100,광명시,광명동,14291,"경기도 광명시 광명로 831, 1층 (광명동)",02-2617-7205
호산나약국,128.355992,36.0899929,경북,370200,구미시,상모동,39335,"경상북도 구미시 상모로 55, (상모동)",054-462-7711
파인약국,126.9338058,37.556457,서울,110010,서대문구,창천동,03787,"서울특별시 서대문구 신촌로 65, 1층 (창천동)",02-336-3301
대흥약국,126.946137,37.5561819,서울,110009,마포구,대흥동,04112,"서울특별시 마포구 대흥로 192-1, 1층 (대흥동)",02-715-3959
이로운약국,126.9457199,37.5542645,서울,110009,마포구,대흥동,04106,"서울특별시 마포구 대흥로 171, 1층 (대흥동)",02-703-7582
자이약국,126.9456344,37.5558232,서울,110009,마포구,대흥동,04105,"서울특별시 마포구 대흥로 183, 신촌그랑자이 상가 1동 103호 (대흥동)",02-707-3682
현대온누리약국,126.9778801,37.5184527,서울,110014,용산구,이촌동,04426,"서울특별시 용산구 이촌로 280, 1층 1호 (이촌동, 명지상가)",02-795-9842
호매실온누리약국,126.9609105,37.266095,경기,310601,수원권선구,호매실동,16402,"경기도 수원시 권선구 호매실로218번길 126, 1층 (호매실동)",031-296-3377
반야월인제약국,128.7067778,35.8696423,대구,230002,대구동구,신기동,41114,"대구광역시 동구 율하동로24길 39, (신기동)",053-965-5360
천우당온누리약국,129.364709,36.0364327,경북,370702,포항북구,남빈동,37737,"경상북도 포항시 북구 중앙로 261, 1층 (남빈동)",054-247-3863
정문약국,126.7385084,37.3449671,경기,311700,시흥시,정왕동,15066,"경기도 시흥시 정왕대로 230, 204호 (정왕동, 제일프라자)",031-496-0903
명약국,126.9216529,37.3989687,경기,310701,안양만안구,안양동,13992,"경기도 안양시 만안구 안양로 298, 지층 (안양동)",031-441-5799
샘약국,126.9772685,37.3009376,경기,310602,수원장안구,천천동,16324,"경기도 수원시 장안구 하률로12번길 86, 1층 (천천동, 골든프라자)",031-271-2178
참사랑약국,127.0487214,37.613739,서울,110012,성북구,장위동,02756,"서울특별시 성북구 장위로 107, (장위동)",02-942-3137
발산에이스약국,126.8384047,37.5576973,서울,110003,강서구,내발산동,07651,"서울특별시 강서구 강서로 360, 솔레드림 109호 (내발산동)",02-2658-5525
다정약국,127.1362754,37.5292243,서울,110002,강동구,성내동,05376,"서울특별시 강동구 양재대로 1377, 2층 204호 (성내동)",02-471-0313
서울센터약국,126.9521225,37.4800778,서울,110004,관악구,봉천동,08787,"서울특별시 관악구 관악로 165, 홍빌딩 2층 (봉천동)",02-888-8830
하나로약국,126.7000993,37.6232178,경기,312300,김포시,감정동,10105,"경기도 김포시 감정로 1, 1층 (감정동, 원정빌딩)",031-985-3289
이촌사랑약국,126.9803234,37.517844,서울,110014,용산구,이촌동,04425,"서울특별시 용산구 이촌로 300, 제1호 (이촌동)",02-794-1687
이촌약국,126.9718828,37.5201533,서울,110014,용산구,이촌동,04427,"서울특별시 용산구 이촌로 224, 301호 (이촌동, 리버뷰맨션)",02-798-2901
동백가까운온누리약국,127.1487474,37.2694563,경기,312001,용인기흥구,중동,16995,"경기도 용인시 기흥구 동백죽전대로 333, B3동 3201,3202,3203호 (중동, 스프링카운티자이)",031-526-9757
기린약국,126.8628187,37.2966331,경기,311102,안산상록구,본오동,15540,"경기도 안산시 상록구 샘골로 143, 106호 (본오동, 청원빌딩)",031-406-2740
한사랑약국,126.6764465,37.5426091,인천,220005,인천서구,심곡동,22727,"인천광역시 서구 서곶로 281, (심곡동)",032-568-5711
안중늘푸른약국,126.9247467,36.9848019,경기,311200,평택시,안중읍,17932,"경기도 평택시 안중읍 안현로서6길 44, (안중읍)",031-683-8476
온누리대왕약국,129.3653859,36.0340349,경북,370702,포항북구,죽도동,791-819,"경상북도 포항시 북구 중앙로 237, (죽도동)",054-247-5255
삼성약국,128.7246573,36.5645472,경북,370400,안동시,안흥동,36699,"경상북도 안동시 중앙시장길 26, (안흥동)",054-853-3399
일광약국,128.3026825,36.2398692,경북,370200,구미시,선산읍,39126,"경상북도 구미시 선산읍 남문로2길 12, 12",054-481-1426
라라약국,127.2325325,37.3825073,경기,312600,광주시,태전동,12789,"경기도 광주시 벼루개로 36, 서원프라자3 106호 (태전동)",070-4833-6611
세기약국,126.7751655,37.4835935,경기,310301,부천소사구,심곡본동,14725,"경기도 부천시 소사구 경인로 180, 110호 (심곡본동, 부천심곡파라곤)",032-611-2111
푸른약국,126.7749237,37.5175027,경기,310302,부천오정구,내동,14493,"경기도 부천시 오정구 신흥로 379, 1층 (내동)",032-672-9938
오즈약국,129.0315455,35.1023754,부산,210008,부산중구,대청동2가,48949,"부산광역시 중구 광복중앙로34번길 13, 1층 (대청동2가)",051-253-2005
누리약국,127.1107808,37.3199559,경기,312001,용인기흥구,보정동,16897,"경기도 용인시 기흥구 죽전로 20, 118호 (보정동, 죽전누리에뜰아파트)",031-893-7389
인혜약국,126.6213027,37.4856808,인천,220002,인천동구,만석동,22505,"인천광역시 동구 화도진로 187, 201호 (만석동, 만석비치타운주공아파트상가)",032-773-8085
장안녹십자약국,127.0005068,37.3069354,경기,310602,수원장안구,송죽동,16299,"경기도 수원시 장안구 경수대로 1020, (송죽동)",031-242-5466
새봄온누리약국,126.9550317,37.390377,경기,310702,안양동안구,호계동,14072,"경기도 안양시 동안구 평촌대로211번길 16, 108호 (호계동,동아월드프라자)",031-381-8278
삼성메디칼약국,127.0980914,37.3201683,경기,312002,용인수지구,풍덕천동,16923,"경기도 용인시 수지구 진산로 106, (풍덕천동, 훼미리빌딩1층)",031-272-1355
정다운약국,127.0840157,36.9952215,경기,311200,평택시,통복동,17911,"경기도 평택시 중앙로 8, (통복동)",031-652-4573
경기약국,127.443673,37.2815032,경기,312100,이천시,창전동,17364,"경기도 이천시 영창로 189, 1층 104호 (창전동)",031-637-0095
청산약국,129.2634131,36.1284026,경북,370702,포항북구,신광면,37522,"경상북도 포항시 북구 신광면 토성길 43, (신광면)",054-242-6671
대도약국,128.6054077,35.8926598,대구,230003,대구북구,산격동,41544,"대구광역시 북구 산격로 24, 1층 (산격동)",053-954-7303
정원약국,127.4447227,37.2809627,경기,312100,이천시,창전동,17369,"경기도 이천시 영창로 200, (창전동)",031-633-6704
봄약국,126.9757476,37.2753129,경기,310601,수원권선구,탑동,16604,"경기도 수원시 권선구 금호로 234, (탑동)",031-294-7846
팔공약국,128.5559079,35.9320818,대구,230003,대구북구,동천동,41431,"대구광역시 북구 구암로 137, 1층 (동천동)",053-325-8030
한약국,128.5314759,35.8317061,대구,230007,대구달서구,월성동,42728,"대구광역시 달서구 월성로 36, 월성주공4단지 나동 115호 (월성동)",070-8654-7110
메디팜 보령약국,128.5779647,35.8715798,대구,230004,대구서구,비산동,41802,"대구광역시 서구 국채보상로 429, 1층 (비산동)",053-651-6267
건강플러스약국,126.659078,37.4413136,인천,220001,인천미추홀구,학익동,22203,"인천광역시 미추홀구 매소홀로 340, 209호 (학익동, 풍림아이원아파트상가)",032-867-7110
행복한우리약국,126.6720322,37.4078378,인천,220007,인천연수구,동춘동,21972,"인천광역시 연수구 앵고개로 256, 101호 (동춘동, 웅지프라자)",032-818-0301
다솔약국,127.341757,37.349571,경기,312600,광주시,곤지암읍,12804,"경기도 광주시 곤지암읍 곤지암로 45, (곤지암읍)",031-764-7975
센텀홍은약국,129.1315304,35.1678325,부산,210009,부산해운대구,우동,48060,"부산광역시 해운대구 센텀2로 10, 1층 (우동, 센텀메디칼센터)",051-746-1131
